,@id,@type,name,@lat,@lon,wikidata,wikipedia,website,email,opening_hours
256,6431863749,node,Kastell Vitudurum,47.5067238,8.7555456,Q164912,de:Vitudurum,,,
257,6433039469,node,Vordere Erlinsburg,47.2864093,7.6935453,Q104381836,,,,
258,6433048290,node,Mittlere Erlinsburg,47.2875585,7.6968114,Q67772269,,,,
259,6433050924,node,Hintere Erlinsburg,47.2880816,7.6990286,Q104383057,,,,
260,6433054700,node,Hinterste Erlinsburg,47.2889439,7.700896,Q67772274,,,,
261,6434170118,node,Ruine Wagenburg,47.4895168,8.6429804,Q29932951,de:Ruine Wagenburg (Oberembrach),,,
262,6434509622,node,Ruine Zwingherrenschloss,46.2901084,7.7948813,Q29928905,,,,
263,6445923485,node,Castello Trivulzio,46.2377584,9.1325974,Q67772280,,,,
264,6501065287,node,Ruine Grimmenstein,47.1064076,7.6945059,Q2175278,de:Ruine Grimmenstein,,,
265,6633061249,node,Herrain,47.5154872,7.9664411,Q1613951,de:Herrain,http://www.waymarking.com/waymarks/WMRZE0_Herrain_Schupfart_AG_Switzerland,,
266,6639206608,node,Burgruine Münchenstein,47.5126956,7.6214129,Q488281,de:Ruine Münchenstein,http://www.schloss-muenchenstein.ch/,,
267,6745155462,node,Le Manoir,46.754212,6.5283392,Q29891565,,,,
268,6784714596,node,Burg Gerzensee,46.8387677,7.5356136,Q1011946,de:Burg Gerzensee,,,
269,6784720177,node,Burg Rothöchi,47.0396027,7.6156314,Q1013745,de:Burg Rothöchi,,,
270,6784735829,node,Burg Stein,47.5548468,7.789555,Q1014091,de:Burg Stein (Rheinfelden),,,
271,6784737229,node,Burg Oltigen,46.9843783,7.2619466,Q1013429,de:Burg Oltigen,,,
272,6784758977,node,Ruine Itkon,47.4753069,7.8278254,Q1554653,de:Ruine Itkon,,,
273,6784763097,node,Ruine Waldhausen,47.540348,8.4055671,Q14538238,de:Ruine Waldhausen,,,
274,6784772181,node,Schlössli Aarau,47.3943614,8.0452303,Q1370412,de:Schlössli Aarau,,,
275,6784774282,node,Blauenstein,47.4316075,7.4170865,Q15213175,en:Blauenstein,,,
276,6784926817,node,Ruine Serviezel,46.8826212,10.4530753,Q1638048,de:Ruine Serviezel,,,
277,6785030120,node,Burg Nydegg,46.9488673,7.4574872,Q1013356,de:Burg Nydegg,,,
278,6785055049,node,Ruine de Spiegelberg,47.2364413,6.9654731,Q1715185,de:Ruine Spiegelberg (Freiberge),,,
279,6785071973,node,Ruine Alt-Biederthal,47.4561445,7.4364517,Q2175180,de:Ruine Alt-Biederthal,,,
280,6785752889,node,Asuel Castle,47.3993727,7.2098976,Q4811846,en:Asuel Castle,,,
281,6785788257,node,Château d’Auvernier,46.974729,6.8767801,Q4827245,en:Auvernier Castle,,,
282,6980930101,node,Burgstelle Untere Heidenburg,47.4566986,8.6450584,Q102257347,de:Burgstelle Untere Heidenburg,,,
283,7029098187,node,Burgruine Hirzere,46.6383618,7.4095724,Q104207379,,,,
284,7029098188,node,Burgruine Eichstalden,46.6431747,7.4119399,Q104207423,,,,
285,7033536327,node,Ruine Sternenberg,46.8777922,7.425376,Q104207688,,,,
286,7034344527,node,Ruine Hilsenstein,47.4686199,7.6356525,Q1505312,,,,
287,7034629374,node,Burgruine Steinegg,47.4291798,7.6278736,,,,,
288,7034629376,node,Ruine Bürg,46.5969647,7.6334306,Q2175223,,,,
289,7034631887,node,Ruine Terenstein,46.5273953,7.3324517,Q104208078,,,,
290,7041699316,node,Burg Rickenbach,47.3417747,7.854113,Q104208228,,,,
291,7054738311,node,Ruine Klosterhubel,47.1611708,7.3151996,Q104208757,,,,
292,7091755898,node,Burgruine Helfenstein,46.8168473,7.3211452,Q101515803,de:Ruine Helfenstein (Festihubel),,,
293,7129682555,node,Château d'Avenches,46.8813231,7.0410465,Q2968182,fr:Château d'Avenches,,,
294,7158258898,node,Altenburg,47.6013287,9.0856729,Q29883194,de:Altenburg (Märstetten),,,
295,7202146185,node,Château d'Échallens,46.6414882,6.6300652,Q2968367,fr:Château d'Échallens,,,
296,7227853382,node,Ruine Alt Rued,47.2874565,8.0897616,Q29580716,,,,
297,7447538992,node,Burgstelle Wessenberg,47.5517173,8.1722239,Q19276110,de:Burg Wessenberg,,,
298,7449326715,node,,47.4942819,7.6290857,,,,,
299,7627265560,node,Schloss Köniz,46.9208957,7.4143077,Q1654958,de:Schloss Köniz,https://www.kulturhof.ch/,,
300,7755784424,node,Burg Splügen,46.5571777,9.334466,Q1014040,de:Burg_Splügen,,,
301,7820420543,node,Schloss Trüllikon,47.6373319,8.6929657,Q29933144,,,,
302,7934740743,node,Castello di Santa Maria,46.4010535,8.8712856,Q1048854,de:Castello di Santa Maria,,,
303,7937611745,node,Château de Villarsel-le-Gibloux,46.7151171,7.0159909,Q56302187,,,,
304,8042929770,node,Burg Grenchen,47.2191076,7.4036613,Q29880562,de:Burg_Grenchen,,,
305,8148016503,node,Burgstelle Mandach,47.4832725,8.4417418,Q102170711,de:Burgstelle Mandach,,,
306,8148577408,node,Burgstelle Schollenberg,47.5745297,8.5876889,Q102177853,de:Burgstelle Schollenberg,,,
307,8169282143,node,Burgestelle Wandelberg,47.1940673,9.0025783,Q102367418,de:Burg Wandelberg,,,
308,8173104333,node,Alt-Rapperswil,47.1850507,8.8415268,Q4735927,en:Alt Rapperswil Castle,,,
309,8176951739,node,Burgstelle Mülenen,47.1830203,8.9443897,Q102512512,de:Wasserburg Mülenen,,,
310,8178774159,node,Altes Schloss Andelfingen,47.5957562,8.6781531,Q102690996,de:Altes Schloss Andelfingen,,,
311,8181074853,node,Burgstelle Schiterberg,47.6096753,8.6694483,Q102879126,,,,
312,8181172092,node,Burgstelle Eichhölzli,47.5599908,8.4039181,Q102889894,,,,
313,8355898813,node,Ruine Hintere Birseck,47.4951639,7.6293404,Q103944033,,,,
314,8356065242,node,Ruine Spitzburg,47.4455386,7.7663121,Q105011193,,,,
315,8357345116,node,La Bâtie Beauregard,46.2910865,6.1195672,Q67772264,,,,
316,8380388023,node,Ruine Langenstein,47.1789565,7.860282,Q105155112,,https://www.gruenenberg.ch/,,
317,8643766617,node,Ruine der la Tour,46.2040867,7.4082026,Q29929292,,,,
318,8745473692,node,Altes Schloss Gerzensee,46.8410429,7.544145,Q439590,de:Altes Schloss Gerzensee,,,
319,8930788836,node,ruines du château du Crêt,46.2145474,7.251786,Q29891869,,,,
320,8930788837,node,Burgruine,46.3691344,8.0973602,Q29892189,,,,
